date,maxtempm,mintempm,avgtempm,avgtempm_1,avgtempm_2,meanhdd_3,meanhdd_1,meanhdd_2,meancdd_1,meancdd_2,meancdd_3,minPrecipitationWaterEquiv,maxPrecipitationWaterEquiv,meanPrecipitationWaterEquiv,minSnowfall,maxSnowfall,meanSnowfall,Snow/IceDepth_1,Snow/IceDepth_2,Snow/IceDepth_3,mindewpt,maxdewpt,meandewpt,minpressure,maxpressure,meanpressure,minhumidity,maxhumidity,meanhumidity,Waterlevel_1,Waterlevel_2,Waterlevel_3,minWaterlevel_1,minWaterlevel_2,minWaterlevel_3,maxWaterlevel_1,maxWaterlevel_2,maxWaterlevel_3,Waterlevel
3/30/1981,63,54,58.5,58.5,58.5,6.5,6.5,6.5,0,0,0,0,0,0,0,0,0,0,0,0,3,15,10,1015,1020,1018.13,22,100,100,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
3/31/1981,65,51,58,58,58,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,9,15,12,1012,1019,1016.37,28,100,100,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
04/01/81,63,52,57.5,57.5,57.5,7.5,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,6,14,11,1013,1018,1015.55,23,100,100,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
04/02/81,60,51,55.5,55.5,55.5,9.5,9.5,9.5,0,0,0,0.02,0.02,0.02,0,0,0,0,0,0,10,15,13,1014,1020,1017.23,37,94,94,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
04/03/81,62,49,55.5,55.5,55.5,9.5,9.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,8,14,11,1017,1022,1019.45,39,77,77,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
04/04/81,72,49,60.5,60.5,60.5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,11,15,13,1015,1021,1018.25,41,88,88,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
04/05/81,88,54,71,71,71,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,12,17,14,1010,1017,1014.35,39,94,94,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
04/06/81,75,56,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,4,16,13,1011,1016,1013.88,30,94,94,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
04/07/81,64,54,59,59,59,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-5,8,3,1014,1020,1016.72,12,72,72,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
04/08/81,64,55,59.5,59.5,59.5,5.5,5.5,5.5,0,0,0,0,0,0,0,0,0,0,0,0,-4,5,2,1014,1020,1017.09,10,71,71,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
04/09/81,65,53,59,59,59,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,1012,1018,1015.66,17,67,67,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
04/10/81,63,57,60,60,60,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-3,8,2,1014,1019,1016.67,10,76,76,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
04/11/81,66,56,61,61,61,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,-3,8,2,1012,1020,1016.79,11,67,67,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
04/12/81,67,53,60,60,60,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,-1,5,2,1014,1019,1016.82,13,62,62,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
4/13/1981,66,52,59,59,59,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,8,5,1017,1023,1019.89,21,64,64,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
4/14/1981,63,55,59,59,59,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,-1,9,5,1019,1025,1022.08,10,72,72,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33
4/15/1981,61,54,57.5,57.5,57.5,7.5,7.5,7.5,0,0,0,0,0,0,0,0,0,0,0,0,-4,8,2,1019,1025,1022.65,8,76,76,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
4/16/1981,63,53,58,58,58,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,-3,9,3,1018,1025,1022,6,63,63,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
4/17/1981,65,56,60.5,60.5,60.5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,-1,8,4,1015,1022,1019.68,8,67,67,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
4/18/1981,63,53,58,58,58,7,7,7,0,0,0,0.2,0.2,0.2,0,0,0,0,0,0,-2,9,5,1015,1021,1018.52,7,59,59,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
4/19/1981,58,52,55,55,55,10,10,10,0,0,0,0.24,0.24,0.24,0,0,0,0,0,0,5,10,8,1014,1021,1018.47,12,72,72,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
4/20/1981,64,49,56.5,56.5,56.5,8.5,8.5,8.5,0,0,0,0,0,0,0,0,0,0,0,0,3,13,8,1010,1019,1015.39,9,64,64,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39
4/21/1981,70,52,61,61,61,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,1003,1011,1008.35,14,49,49,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
4/22/1981,70,56,63,63,63,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-8,7,0,1006,1012,1009.08,6,59,59,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
4/23/1981,68,58,63,63,63,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-14,6,-3,1010,1015,1013,4,51,51,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
4/24/1981,65,58,61.5,61.5,61.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,-9,5,-3,1013,1018,1016.02,4,48,48,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
4/25/1981,67,59,63,63,63,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,-94,6,-4,1015,1021,1018.61,4,54,54,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35
4/26/1981,66,58,62,62,62,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-8,8,-1,1011,1020,1016.19,4,41,41,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45
4/27/1981,70,54,62,62,62,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-9,8,0,1011,1017,1014.3,6,51,51,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91
4/28/1981,81,56,68.5,68.5,68.5,0,0,0,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,-3,6,1,1011,1018,1015.17,6,44,44,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35
4/29/1981,92,61,76.5,76.5,76.5,0,0,0,11.5,11.5,11.5,0,0,0,0,0,0,0,0,0,0,7,3,1009,1018,1014.47,6,40,40,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
4/30/1981,74,60,67,67,67,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,3,12,7,1009,1016,1013.08,11,49,49,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65
05/01/81,69,60,64.5,64.5,64.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,9,15,12,1009,1016,1012.37,20,73,73,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84
05/02/81,63,59,61,61,61,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,12,5,1008,1014,1011.48,12,60,60,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
05/03/81,68,55,61.5,61.5,61.5,3.5,3.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,-3,10,3,1008,1014,1011.09,9,59,59,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62
05/04/81,69,55,62,62,62,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-3,14,2,1009,1015,1012.21,8,71,71,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
05/05/81,69,55,62,62,62,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-5,6,1,1007,1015,1011.73,5,59,59,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
05/06/81,70,54,62,62,62,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-3,6,2,1005,1013,1009.62,6,42,42,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
05/07/81,74,55,64.5,64.5,64.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2,12,6,1004,1011,1008.61,16,46,46,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
05/08/81,74,57,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,6,14,10,1005,1011,1008.17,18,68,68,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
05/09/81,81,59,70,70,70,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,10,16,14,1004,1010,1007.59,49,100,100,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
05/10/81,79,60,69.5,69.5,69.5,0,0,0,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,-6,14,5,1007,1018,1010.51,7,100,100,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
05/11/81,74,60,67,67,67,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,-8,7,-1,1011,1017,1014.68,5,59,59,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
05/12/81,72,60,66,66,66,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-4,5,2,1012,1018,1015.33,8,55,55,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
5/13/1981,70,61,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,-3,6,2,1014,1019,1016.87,7,45,45,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
5/14/1981,70,60,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,8,3,1012,1018,1015.54,12,51,51,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
5/15/1981,69,59,64,64,64,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-4,7,2,1008,1015,1012.77,5,45,45,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
5/16/1981,69,58,63.5,63.5,63.5,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,12,6,1008,1015,1011.91,11,59,59,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
5/17/1981,71,57,64,64,64,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,14,8,1006,1015,1011.43,17,64,64,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
5/18/1981,71,58,64.5,64.5,64.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,8,15,13,1009,1015,1012.86,18,78,78,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
5/19/1981,67,58,62.5,62.5,62.5,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,-4,16,7,1010,1017,1014.3,6,73,73,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33
5/20/1981,66,55,60.5,60.5,60.5,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,1010,1017,1014.59,6,56,56,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
5/21/1981,69,55,62,62,62,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,14,6,1001,1016,1012.67,6,46,46,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
5/22/1981,70,57,63.5,63.5,63.5,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,2,12,6,1006,1014,1011.32,5,34,34,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
5/23/1981,70,60,65,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,8,1007,1014,1011.47,10,44,44,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
5/24/1981,71,62,66.5,66.5,66.5,0,0,0,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,3,11,6,1007,1015,1012.21,6,41,41,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
5/25/1981,68,63,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,5,11,7,1008,1017,1013.49,7,44,44,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39
5/26/1981,74,62,68,68,68,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,2,13,7,1007,1015,1012.53,5,43,43,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
5/27/1981,74,60,67,67,67,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,-2,13,5,1006,1015,1011.57,4,47,47,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
5/28/1981,71,60,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,-8,11,3,1005,1013,1010.11,4,34,34,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
5/29/1981,69,62,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,-7,15,2,1005,1013,1009.89,4,47,47,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
5/30/1981,71,62,66.5,66.5,66.5,0,0,0,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,-4,6,1,1006,1014,1010.86,5,29,29,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35
5/31/1981,72,61,66.5,66.5,66.5,0,0,0,1.5,1.5,1.5,0,0,0,0,0,0,0,0,0,-2,10,1,1004,1012,1008.64,4,22,22,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45
06/01/81,69,62,65.5,65.5,65.5,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,-2,14,4,1003,1010,1007.05,4,27,27,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91
06/02/81,68,61,64.5,64.5,64.5,0.5,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,1002,1011,1007.27,6,34,34,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35
06/03/81,71,61,66,66,66,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,12,8,1003,1011,1008.05,9,34,34,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
06/04/81,79,62,70.5,70.5,70.5,0,0,0,5.5,5.5,5.5,0,0,0,0,0,0,0,0,0,-1,12,7,999,1018,1005.82,8,36,36,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65
06/05/81,81,65,73,73,73,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,-3,15,6,1001,1008,1005.19,5,45,45,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84
06/06/81,77,65,71,71,71,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,-15,6,-8,1005,1012,1009.31,4,28,28,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
06/07/81,73,62,67.5,67.5,67.5,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,-18,1,-10,1008,1015,1012.43,4,15,15,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62
06/08/81,74,62,68,68,68,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,-21,0,-8,1009,1016,1013.15,4,19,19,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
06/09/81,74,65,69.5,69.5,69.5,0,0,0,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,-8,6,-5,1007,1015,1011.8,4,21,21,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
06/10/81,77,66,71.5,71.5,71.5,0,0,0,6.5,6.5,6.5,0,0,0,0,0,0,0,0,0,-9,7,-2,1005,1014,1010.3,4,29,29,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
06/11/81,73,66,69.5,69.5,69.5,0,0,0,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,-9,8,0,1004,1012,1009.29,4,33,33,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
06/12/81,77,63,70,70,70,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,-7,9,-1,1003,1012,1008.9,4,32,32,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
6/13/1981,83,63,73,73,73,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,-9,8,-1,1001,1010,1007.07,4,23,23,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
6/14/1981,90,72,81,81,81,0,0,0,16,16,16,0,0,0,0,0,0,0,0,0,-10,8,1,999,1014,1005.69,4,30,30,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
6/15/1981,99,69,84,84,84,0,0,0,19,19,19,0,0,0,0,0,0,0,0,0,-9,7,-1,1001,1010,1006.12,4,23,23,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
6/16/1981,104,67,85.5,85.5,85.5,0,0,0,20.5,20.5,20.5,0,0,0,0,0,0,0,0,0,-3,10,2,1002,1010,1007.02,4,20,20,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
6/17/1981,99,69,84,84,84,0,0,0,19,19,19,0,0,0,0,0,0,0,0,0,-5,14,4,1001,1010,1006.95,5,24,24,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
6/18/1981,89,67,78,78,78,0,0,0,13,13,13,0,0,0,0,0,0,0,0,0,-3,14,4,999,1008,1004.82,4,27,27,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
6/19/1981,77,64,70.5,70.5,70.5,0,0,0,5.5,5.5,5.5,0,0,0,0,0,0,0,0,0,4,15,9,997,1006,1002.87,7,35,35,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
6/20/1981,76,64,70,70,70,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,1,10,4,998,1006,1003.47,4,24,24,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
6/21/1981,76,64,70,70,70,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,1,12,6,1001,1008,1005.09,4,29,29,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
6/22/1981,76,66,71,71,71,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,5,11,8,1001,1009,1005.52,9,29,29,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32,1.32
6/23/1981,78,66,72,72,72,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,1,16,9,1003,1010,1007.02,9,34,34,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33,1.33
6/24/1981,81,67,74,74,74,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,1,18,8,1004,1011,1007.85,9,47,47,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
6/25/1981,79,65,72,72,72,0,0,0,7,7,7,0,0,0,0,0,0,0,0,0,-3,15,7,1004,1011,1008.26,5,61,61,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34,1.34
6/26/1981,74,64,69,69,69,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,-8,12,3,1002,1012,1009.11,4,36,36,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
6/27/1981,78,64,71,71,71,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,-1,15,5,1002,1011,1008.16,4,34,34,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
6/28/1981,74,65,69.5,69.5,69.5,0,0,0,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,4,17,7,1004,1011,1007.94,7,30,30,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36
6/29/1981,72,63,67.5,67.5,67.5,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,-5,12,5,1002,1010,1007.36,6,32,32,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39,1.39
6/30/1981,73,63,68,68,68,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,-17,12,-2,1005,1012,1009.16,4,33,33,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45
07/01/81,73,62,67.5,67.5,67.5,0,0,0,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,-7,11,-2,1005,1014,1010.33,4,20,20,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
07/02/81,74,64,69,69,69,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,2,13,7,1003,1011,1008.37,7,29,29,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69,1.69
07/03/81,87,63,75,75,75,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,1,12,6,1002,1013,1009.82,4,33,33,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85,1.85
07/04/81,96,67,81.5,81.5,81.5,0,0,0,16.5,16.5,16.5,0,0,0,0,0,0,0,0,0,1,10,4,1004,1012,1008.55,4,25,25,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35,2.35
07/05/81,83,69,76,76,76,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0,0,14,6,1003,1011,1008.31,4,22,22,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45,3.45
07/06/81,85,67,76,76,76,0,0,0,11,11,11,0,0,0,0,0,0,0,0,0,-2,10,5,1003,1011,1008,4,24,24,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91,3.91
07/07/81,81,65,73,73,73,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,3,15,8,1001,1011,1007.88,4,36,36,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35,4.35
07/08/81,82,67,74.5,74.5,74.5,0,0,0,9.5,9.5,9.5,0,0,0,0,0,0,0,0,0,2,14,7,999,1008,1005.29,5,29,29,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25,3.25
07/09/81,74,65,69.5,69.5,69.5,0,0,0,4.5,4.5,4.5,0,0,0,0,0,0,0,0,0,3,14,8,1001,1009,1006.26,5,29,29,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65
07/10/81,76,65,70.5,70.5,70.5,0,0,0,5.5,5.5,5.5,0,0,0,0,0,0,0,0,0,6,13,9,1003,1010,1007.62,6,35,35,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84,1.84
07/11/81,76,66,71,71,71,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,4,15,9,1002,1011,1007.79,5,35,35,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79
07/12/81,78,65,71.5,71.5,71.5,0,0,0,6.5,6.5,6.5,0,0,0,0,0,0,0,0,0,4,17,9,1002,1010,1006.45,5,35,35,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62,1.62
7/13/1981,80,65,72.5,72.5,72.5,0,0,0,7.5,7.5,7.5,0,0,0,0,0,0,0,0,0,4,11,6,999,1007,1004.57,5,21,21,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
7/14/1981,80,67,73.5,73.5,73.5,0,0,0,8.5,8.5,8.5,0,0,0,0,0,0,0,0,0,2,16,8,997,1006,1003.16,4,30,30,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
7/15/1981,82,68,75,75,75,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,5,14,8,997,1006,1002.55,6,27,27,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28,1.28
7/16/1981,82,66,74,74,74,0,0,0,9,9,9,0,0,0,0,0,0,0,0,0,8,14,11,999,1006,1004.09,10,42,42,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
7/17/1981,77,66,71.5,71.5,71.5,0,0,0,6.5,6.5,6.5,0,0,0,0,0,0,0,0,0,8,14,11,999,1009,1004.62,11,35,35,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27,1.27
7/18/1981,76,65,70.5,70.5,70.5,0,0,0,5.5,5.5,5.5,0,0,0,0,0,0,0,0,0,2,19,14,999,1008,1005.81,4,61,61,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
7/19/1981,77,66,71.5,71.5,71.5,0,0,0,6.5,6.5,6.5,0,0,0,0,0,0,0,0,0,9,15,11,998,1008,1004.28,9,40,40,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25,1.25
7/20/1981,77,64,70.5,70.5,70.5,0,0,0,5.5,5.5,5.5,0,0,0,0,0,0,0,0,0,8,19,13,999,1010,1003.9,14,65,65,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
7/21/1981,81,64,72.5,72.5,72.5,0,0,0,7.5,7.5,7.5,0,0,0,0,0,0,0,0,0,10,18,14,997,1009,1006.55,16,73,73,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
7/22/1981,76,64,70,70,70,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,6,19,15,1002,1010,1006.43,15,48,48,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29,1.29
7/23/1981,77,64,70.5,70.5,70.5,0,0,0,5.5,5.5,5.5,0,0,0,0,0,0,0,0,0,10,19,15,1001,1007,1004.76,19,55,55,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
7/24/1981,76,64,70,70,70,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,9,19,14,998,1006,1003.35,10,48,48,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
7/25/1981,76,64,70,70,70,0,0,0,5,5,5,0,0,0,0,0,0,0,0,0,7,18,13,995,1005,1001.26,6,43,43,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31,1.31
